Date,ProductID,StoreID,QtyIn,QtyOut,Balance
2/4/2024,P021,ST001,0,5,100
2/4/2024,P024,ST002,0,0,0
2/4/2024,P044,ST002,0,6,22
2/4/2024,P016,ST001,0,0,0
2/4/2024,P045,ST001,0,6,65
2/4/2024,P009,ST002,0,0,0
2/4/2024,P028,ST001,15,7,63
2/4/2024,P022,ST001,0,2,75
2/4/2024,P008,ST001,0,3,82
2/5/2024,P049,ST002,0,5,12
2/5/2024,P042,ST001,0,0,0
2/5/2024,P044,ST001,0,0,0
2/5/2024,P044,ST002,0,6,16
2/5/2024,P014,ST002,0,0,0
2/5/2024,P022,ST001,0,9,66
2/6/2024,P032,ST001,0,0,0
2/6/2024,P041,ST002,0,7,14
2/6/2024,P017,ST002,0,0,0
2/6/2024,P038,ST001,60,0,60
2/6/2024,P043,ST002,0,0,0
2/6/2024,P037,ST002,0,8,54
2/7/2024,P045,ST001,0,5,60
2/7/2024,P012,ST001,0,0,0
2/7/2024,P017,ST001,0,0,0
2/7/2024,P011,ST001,0,0,0
2/7/2024,P031,ST001,0,0,0
2/7/2024,P043,ST001,0,0,0
2/7/2024,P009,ST002,0,0,0
2/7/2024,P009,ST001,0,0,0
2/7/2024,P046,ST001,0,0,0
2/7/2024,P014,ST002,0,0,0
2/7/2024,P020,ST002,0,0,0
2/7/2024,P009,ST001,0,0,0
2/8/2024,P034,ST001,0,9,79
2/8/2024,P039,ST002,0,0,0
2/8/2024,P039,ST001,0,2,49
2/8/2024,P011,ST001,0,0,0
2/8/2024,P042,ST002,0,0,0
2/8/2024,P044,ST001,0,0,0
2/8/2024,P004,ST001,0,0,0
2/8/2024,P039,ST001,47,5,91
2/9/2024,P006,ST002,0,0,0
2/9/2024,P005,ST001,0,0,0
2/9/2024,P042,ST001,0,0,0
2/9/2024,P032,ST001,0,0,0
2/9/2024,P033,ST002,0,0,0
2/9/2024,P006,ST002,0,0,0
2/9/2024,P021,ST002,84,0,84
2/9/2024,P042,ST002,0,0,0
2/9/2024,P016,ST001,87,0,87
2/10/2024,P001,ST002,0,8,21
2/10/2024,P015,ST002,0,0,0
2/10/2024,P014,ST002,0,0,0
2/10/2024,P044,ST002,0,5,11
2/10/2024,P047,ST001,0,0,0
2/11/2024,P027,ST001,0,0,0
2/11/2024,P043,ST001,0,0,0
2/11/2024,P005,ST002,0,0,0
2/11/2024,P006,ST002,0,0,0
2/11/2024,P041,ST002,0,4,10
2/11/2024,P024,ST001,0,6,40
2/12/2024,P038,ST002,55,0,55
2/12/2024,P047,ST001,0,0,0
2/12/2024,P029,ST002,0,8,7
2/12/2024,P043,ST002,0,0,0
2/12/2024,P024,ST001,0,10,30
2/12/2024,P043,ST002,0,0,0
2/12/2024,P017,ST001,46,0,46
2/12/2024,P048,ST001,0,4,47
2/12/2024,P050,ST002,29,4,71
2/12/2024,P047,ST002,28,0,28
2/13/2024,P041,ST002,0,8,2
2/13/2024,P030,ST001,0,0,0
2/13/2024,P040,ST002,0,0,0
2/13/2024,P012,ST002,0,0,0
2/13/2024,P046,ST001,0,0,0
2/13/2024,P026,ST002,0,0,0
2/13/2024,P036,ST002,0,9,45
2/13/2024,P014,ST002,0,0,0
2/13/2024,P013,ST001,0,0,0
2/13/2024,P013,ST002,0,4,48
2/13/2024,P045,ST002,0,0,0
2/14/2024,P022,ST002,92,0,92
2/14/2024,P040,ST002,0,0,0
2/14/2024,P035,ST002,0,0,0
2/14/2024,P001,ST002,0,9,12
2/14/2024,P043,ST001,0,0,0
2/14/2024,P014,ST002,0,0,0
2/14/2024,P016,ST002,0,0,0
2/14/2024,P009,ST002,0,0,0
2/14/2024,P037,ST002,0,8,46
2/14/2024,P032,ST002,0,0,0
2/14/2024,P030,ST001,0,0,0
2/14/2024,P046,ST001,0,0,0
2/14/2024,P008,ST001,0,4,78
2/15/2024,P005,ST001,0,0,0
2/15/2024,P004,ST002,96,5,160
2/15/2024,P028,ST001,0,8,55
2/15/2024,P019,ST001,0,0,0
2/15/2024,P028,ST002,85,2,154
2/15/2024,P017,ST001,0,2,44
2/15/2024,P013,ST001,0,0,0
2/15/2024,P012,ST002,0,0,0
2/15/2024,P037,ST002,0,4,42
2/16/2024,P030,ST002,0,0,0
2/16/2024,P045,ST001,0,5,55
2/16/2024,P033,ST002,0,0,0
2/16/2024,P029,ST002,0,2,5
2/16/2024,P011,ST001,0,0,0
2/17/2024,P025,ST001,0,0,0
2/17/2024,P021,ST002,0,4,80
2/17/2024,P050,ST001,0,7,40
2/17/2024,P027,ST001,0,0,0
2/17/2024,P043,ST001,0,0,0
2/17/2024,P048,ST002,0,7,83
2/17/2024,P047,ST001,0,0,0
2/17/2024,P023,ST001,0,10,78
2/18/2024,P018,ST002,0,0,0
2/18/2024,P042,ST002,0,0,0
2/18/2024,P032,ST002,94,0,94
2/18/2024,P049,ST002,0,5,7
2/18/2024,P031,ST002,0,5,5
2/18/2024,P006,ST002,0,0,0
2/18/2024,P018,ST001,0,0,0
2/18/2024,P043,ST001,0,0,0
2/18/2024,P014,ST001,0,0,0
2/18/2024,P003,ST002,0,1,12
2/19/2024,P026,ST002,0,0,0
2/19/2024,P005,ST001,0,0,0
2/19/2024,P047,ST002,0,10,18
2/19/2024,P029,ST002,0,3,2
2/19/2024,P011,ST001,0,0,0
2/19/2024,P002,ST002,0,9,45
2/19/2024,P027,ST001,0,0,0
2/19/2024,P002,ST002,0,3,42
2/19/2024,P028,ST002,0,2,152
2/19/2024,P046,ST001,0,0,0
2/20/2024,P019,ST001,0,0,0
2/20/2024,P002,ST002,0,4,38
2/20/2024,P039,ST002,0,0,0
2/20/2024,P018,ST002,0,0,0
2/20/2024,P023,ST001,0,4,74
2/20/2024,P018,ST002,0,0,0
2/20/2024,P039,ST001,0,7,84
2/20/2024,P027,ST001,0,0,0
2/20/2024,P037,ST002,0,7,35
2/20/2024,P012,ST002,0,0,0
2/21/2024,P048,ST001,14,2,59
2/21/2024,P006,ST002,0,0,0
2/21/2024,P025,ST002,0,0,0
2/21/2024,P020,ST001,63,0,63
2/21/2024,P038,ST001,0,9,51
2/21/2024,P016,ST002,0,0,0
2/22/2024,P034,ST001,0,7,72
2/22/2024,P047,ST001,0,0,0
2/22/2024,P004,ST001,0,0,0
2/22/2024,P019,ST001,0,0,0
2/22/2024,P025,ST001,0,0,0
2/22/2024,P004,ST001,96,0,96
2/22/2024,P050,ST001,0,2,38
2/22/2024,P024,ST002,59,0,59
2/22/2024,P011,ST001,0,0,0
2/22/2024,P016,ST001,0,4,83
2/22/2024,P004,ST002,0,5,155
2/22/2024,P013,ST002,0,3,45
2/22/2024,P045,ST002,0,0,0
2/22/2024,P048,ST002,0,1,82
2/23/2024,P045,ST002,0,0,0
2/23/2024,P024,ST002,0,6,53
2/23/2024,P011,ST001,0,0,0
2/23/2024,P019,ST002,0,10,48
2/23/2024,P019,ST001,0,0,0
2/23/2024,P021,ST002,0,4,76
2/23/2024,P024,ST002,0,6,47
2/23/2024,P036,ST002,0,9,36
2/24/2024,P040,ST002,86,0,86
2/24/2024,P004,ST002,0,4,151
2/24/2024,P042,ST001,99,0,99
2/24/2024,P003,ST002,0,10,2
2/24/2024,P049,ST002,0,4,3
2/24/2024,P049,ST002,0,2,1
2/25/2024,P032,ST002,0,9,85
2/25/2024,P047,ST001,0,0,0
2/25/2024,P035,ST001,0,0,0
2/25/2024,P018,ST001,0,0,0
2/25/2024,P023,ST001,0,9,65
2/25/2024,P036,ST002,0,5,31
2/25/2024,P005,ST001,0,0,0
2/25/2024,P017,ST002,0,0,0
2/25/2024,P009,ST001,0,0,0
2/25/2024,P033,ST001,0,0,0
2/25/2024,P006,ST002,67,0,67
2/25/2024,P010,ST002,0,0,0
2/25/2024,P021,ST001,0,4,96
2/25/2024,P030,ST001,0,0,0
2/25/2024,P002,ST002,0,1,37
2/26/2024,P009,ST001,0,0,0
2/26/2024,P040,ST001,0,0,0
2/26/2024,P048,ST001,0,2,57
2/26/2024,P005,ST002,0,0,0
2/26/2024,P030,ST002,0,0,0
2/26/2024,P039,ST002,71,0,71
2/26/2024,P016,ST001,0,8,75
2/26/2024,P046,ST001,0,0,0
2/26/2024,P045,ST001,0,9,46
2/26/2024,P042,ST001,0,1,98
2/26/2024,P031,ST001,0,0,0
2/26/2024,P003,ST001,0,0,0
2/26/2024,P030,ST001,0,0,0
2/26/2024,P022,ST002,0,5,87
2/27/2024,P012,ST002,0,0,0
2/27/2024,P040,ST001,0,0,0
2/27/2024,P048,ST002,0,2,80
2/27/2024,P020,ST001,0,1,62
2/27/2024,P001,ST002,82,6,88
2/27/2024,P010,ST002,0,0,0
2/28/2024,P001,ST002,0,6,82
2/28/2024,P022,ST002,0,9,78
2/28/2024,P037,ST001,0,7,30
2/28/2024,P008,ST001,0,3,75
2/28/2024,P039,ST002,0,1,70
2/28/2024,P042,ST002,0,0,0
2/29/2024,P008,ST002,0,0,0
2/29/2024,P012,ST001,0,0,0
2/29/2024,P038,ST001,0,1,50
2/29/2024,P016,ST002,0,0,0
2/29/2024,P046,ST001,0,0,0
2/29/2024,P011,ST001,0,0,0
2/29/2024,P040,ST002,0,6,80
2/29/2024,P015,ST002,14,0,14
2/29/2024,P036,ST002,0,10,21
2/29/2024,P019,ST001,0,0,0
2/29/2024,P026,ST001,0,0,0
2/29/2024,P049,ST002,0,1,0
2/29/2024,P007,ST001,0,10,15
2/29/2024,P041,ST002,0,2,0
3/1/2024,P046,ST001,0,0,0
3/1/2024,P024,ST001,27,3,54
3/1/2024,P006,ST002,0,5,62
3/1/2024,P018,ST001,0,0,0
3/1/2024,P023,ST002,0,0,0
3/1/2024,P017,ST002,0,0,0
3/1/2024,P034,ST001,0,5,67
3/1/2024,P035,ST001,0,0,0
3/2/2024,P022,ST001,0,8,58
3/2/2024,P034,ST002,0,0,0
3/2/2024,P020,ST001,0,3,59
3/2/2024,P015,ST002,0,4,10
3/2/2024,P003,ST001,0,0,0
3/2/2024,P021,ST001,0,2,94
3/3/2024,P009,ST001,0,0,0
3/3/2024,P046,ST002,30,0,30
3/3/2024,P021,ST002,0,3,73
3/3/2024,P001,ST001,0,3,83
3/3/2024,P012,ST002,54,0,54
3/4/2024,P019,ST001,0,0,0
3/4/2024,P011,ST002,0,0,0
3/4/2024,P049,ST002,0,0,0
3/4/2024,P048,ST001,0,4,53
3/4/2024,P011,ST002,0,0,0
3/4/2024,P024,ST002,0,1,46
3/4/2024,P032,ST001,0,0,0
3/4/2024,P037,ST001,0,2,28
3/4/2024,P027,ST001,0,0,0
3/4/2024,P043,ST001,0,0,0
3/4/2024,P043,ST002,0,0,0
3/4/2024,P036,ST001,0,10,47
3/4/2024,P030,ST001,0,0,0
3/4/2024,P014,ST001,0,0,0
3/5/2024,P024,ST001,0,10,44
3/5/2024,P047,ST002,0,4,14
3/5/2024,P021,ST002,0,9,64
3/5/2024,P025,ST002,0,0,0
3/5/2024,P033,ST002,0,0,0
3/5/2024,P008,ST001,0,1,74
3/5/2024,P018,ST002,0,0,0
3/5/2024,P044,ST001,48,0,48
3/5/2024,P021,ST001,0,4,90
3/5/2024,P045,ST001,0,2,44
3/5/2024,P021,ST001,0,5,85
3/5/2024,P048,ST002,64,10,134
3/6/2024,P013,ST001,0,0,0
3/6/2024,P027,ST001,0,0,0
3/6/2024,P014,ST002,0,0,0
3/6/2024,P016,ST001,0,5,70
3/6/2024,P031,ST001,0,0,0
3/6/2024,P012,ST002,0,6,48
3/6/2024,P015,ST002,44,7,47
3/6/2024,P001,ST001,0,6,77
3/6/2024,P008,ST002,0,0,0
3/7/2024,P010,ST002,0,0,0
3/7/2024,P032,ST001,0,0,0
3/7/2024,P027,ST002,0,0,0
3/7/2024,P035,ST002,0,0,0
3/7/2024,P048,ST001,0,2,51
3/7/2024,P031,ST002,0,2,3
3/7/2024,P045,ST001,0,6,38
3/8/2024,P008,ST001,0,2,72
3/8/2024,P013,ST002,0,1,44
3/8/2024,P038,ST002,0,10,45
3/8/2024,P017,ST001,0,8,36
3/8/2024,P021,ST001,0,2,83
3/8/2024,P021,ST002,0,5,59
3/8/2024,P014,ST001,0,0,0
3/8/2024,P049,ST002,44,0,44
3/8/2024,P044,ST001,0,2,46
3/9/2024,P018,ST002,93,0,93
3/9/2024,P044,ST001,0,7,39
3/9/2024,P040,ST001,0,0,0
3/9/2024,P037,ST002,0,1,34
3/9/2024,P036,ST002,0,8,13
3/9/2024,P016,ST001,0,3,67
3/9/2024,P039,ST001,0,3,81
3/9/2024,P048,ST002,0,7,127
3/9/2024,P018,ST002,0,8,85
3/9/2024,P030,ST002,21,0,21
3/9/2024,P017,ST001,28,1,63
3/9/2024,P029,ST002,0,2,0
3/9/2024,P036,ST002,0,6,7
3/9/2024,P002,ST001,0,0,0
3/10/2024,P049,ST001,0,7,47
3/10/2024,P045,ST002,0,0,0
3/10/2024,P002,ST002,0,3,34
3/10/2024,P040,ST001,0,0,0
3/10/2024,P049,ST001,0,2,45
3/10/2024,P013,ST001,0,0,0
3/10/2024,P046,ST002,0,2,28
3/10/2024,P017,ST001,0,9,54
3/10/2024,P046,ST002,0,10,18
3/10/2024,P015,ST002,0,5,42
3/10/2024,P039,ST001,0,2,79
3/10/2024,P014,ST002,0,0,0
3/10/2024,P010,ST001,0,0,0
3/11/2024,P021,ST002,0,5,54
3/11/2024,P016,ST001,0,7,60
3/11/2024,P039,ST001,0,5,74
3/11/2024,P035,ST002,0,0,0
3/11/2024,P010,ST001,0,0,0
3/11/2024,P028,ST001,0,4,51
3/11/2024,P017,ST001,0,1,53
3/11/2024,P040,ST001,0,0,0
3/11/2024,P020,ST002,0,0,0
3/11/2024,P001,ST001,0,8,69
3/11/2024,P019,ST002,0,9,39
3/11/2024,P046,ST002,0,3,15
3/11/2024,P043,ST002,0,0,0
3/11/2024,P042,ST001,0,3,95
3/11/2024,P025,ST001,0,0,0
3/12/2024,P029,ST001,0,0,0
3/12/2024,P042,ST001,0,6,89
3/12/2024,P032,ST001,0,0,0
3/12/2024,P044,ST002,0,2,9
3/12/2024,P026,ST001,0,0,0
3/12/2024,P015,ST002,0,10,32
3/12/2024,P021,ST001,0,3,80
3/12/2024,P003,ST001,0,0,0
3/12/2024,P049,ST001,0,9,36
3/12/2024,P035,ST002,0,0,0
3/12/2024,P006,ST002,54,1,115
3/12/2024,P010,ST002,0,0,0
3/12/2024,P018,ST002,65,9,141
3/12/2024,P019,ST001,0,0,0
3/13/2024,P028,ST002,0,9,143
3/13/2024,P028,ST001,0,2,49
