Date,ProductID,StoreID,UserID,UnitsSold,Price,TotalEarn
1/12/2023,P031,ST002,U003,6,55.8,334.8
1/12/2023,P030,ST001,U011,8,111.8,894.4
1/12/2023,P045,ST002,U043,8,111.8,894.4
1/12/2023,P047,ST001,U075,6,2392.8,14356.8
1/13/2023,P009,ST002,U001,7,49.8,348.6
1/13/2023,P029,ST001,U046,2,70.8,141.6
1/13/2023,P002,ST001,U064,3,55.8,167.4
1/13/2023,P018,ST001,U019,2,49.8,99.6
1/13/2023,P043,ST001,U084,5,70.8,354
1/13/2023,P040,ST002,U006,3,35.8,107.4
1/13/2023,P007,ST001,U032,7,49.8,348.6
1/13/2023,P026,ST002,U099,1,130.8,130.8
1/13/2023,P011,ST001,U031,1,399,399
1/13/2023,P041,ST002,U081,4,95.8,383.2
1/13/2023,P020,ST002,U007,2,130.8,261.6
1/13/2023,P013,ST001,U097,2,49.8,99.6
1/13/2023,P029,ST002,U049,6,70.8,424.8
1/13/2023,P004,ST002,U031,8,49.8,398.4
1/13/2023,P040,ST001,U017,8,35.8,286.4
1/13/2023,P046,ST001,U016,6,130.8,784.8
1/13/2023,P026,ST001,U015,5,130.8,654
1/13/2023,P036,ST001,U046,6,120.6,723.6
1/13/2023,P042,ST002,U048,9,4199,37791
1/13/2023,P011,ST001,U071,1,399,399
1/14/2023,P041,ST002,U005,3,95.8,287.4
1/14/2023,P042,ST001,U009,7,4199,29393
1/14/2023,P014,ST001,U064,1,42.8,42.8
1/14/2023,P038,ST001,U099,1,70.8,70.8
1/14/2023,P035,ST002,U089,4,909,3636
1/14/2023,P011,ST002,U032,7,399,2793
1/14/2023,P017,ST001,U058,6,49.8,298.8
1/14/2023,P009,ST002,U046,4,49.8,199.2
1/14/2023,P007,ST002,U001,8,49.8,398.4
1/15/2023,P021,ST002,U012,4,55.8,223.2
1/15/2023,P050,ST001,U017,2,130.8,261.6
1/15/2023,P001,ST001,U023,5,55.8,279
1/15/2023,P032,ST002,U039,8,909,7272
1/15/2023,P016,ST001,U095,2,42.8,85.6
1/15/2023,P040,ST002,U015,5,35.8,179
1/16/2023,P040,ST001,U077,9,35.8,322.2
1/16/2023,P025,ST002,U003,10,130.8,1308
1/16/2023,P049,ST002,U082,2,70.8,141.6
1/17/2023,P018,ST001,U096,7,49.8,348.6
1/17/2023,P021,ST001,U093,10,55.8,558
1/17/2023,P023,ST001,U075,6,1049,6294
1/17/2023,P010,ST001,U078,9,111.8,1006.2
1/17/2023,P028,ST001,U053,9,111.8,1006.2
1/18/2023,P001,ST002,U091,5,55.8,279
1/18/2023,P043,ST002,U036,3,70.8,212.4
1/18/2023,P030,ST002,U087,7,111.8,782.6
1/18/2023,P007,ST002,U015,3,49.8,149.4
1/19/2023,P047,ST001,U084,8,2392.8,19142.4
1/20/2023,P016,ST001,U045,10,42.8,428
1/20/2023,P019,ST002,U083,10,4899,48990
1/20/2023,P049,ST001,U053,9,70.8,637.2
1/20/2023,P015,ST002,U041,3,42.8,128.4
1/20/2023,P038,ST002,U048,4,70.8,283.2
1/20/2023,P050,ST002,U043,6,130.8,784.8
1/20/2023,P050,ST001,U008,6,130.8,784.8
1/20/2023,P017,ST001,U023,8,49.8,398.4
1/20/2023,P050,ST001,U024,6,130.8,784.8
1/21/2023,P008,ST002,U057,5,49.8,249
1/21/2023,P010,ST002,U035,2,111.8,223.6
1/21/2023,P023,ST002,U040,9,1049,9441
1/21/2023,P004,ST001,U090,5,49.8,249
1/22/2023,P049,ST002,U082,10,70.8,708
1/22/2023,P004,ST002,U026,5,49.8,249
1/22/2023,P015,ST002,U006,5,42.8,214
1/22/2023,P029,ST001,U047,10,70.8,708
1/22/2023,P011,ST001,U072,2,399,798
1/22/2023,P020,ST002,U081,2,130.8,261.6
1/22/2023,P007,ST001,U023,10,49.8,498
1/22/2023,P031,ST001,U026,7,55.8,390.6
1/22/2023,P028,ST002,U004,1,111.8,111.8
1/22/2023,P009,ST002,U044,2,49.8,99.6
1/22/2023,P033,ST001,U072,2,55.8,111.6
1/22/2023,P050,ST002,U091,2,130.8,261.6
1/22/2023,P034,ST001,U037,6,49.8,298.8
1/22/2023,P004,ST002,U057,6,49.8,298.8
1/22/2023,P018,ST001,U086,5,49.8,249
1/22/2023,P043,ST001,U043,7,70.8,495.6
1/22/2023,P011,ST001,U006,10,399,3990
1/22/2023,P046,ST001,U010,6,130.8,784.8
1/23/2023,P005,ST002,U053,4,49.8,199.2
1/23/2023,P037,ST001,U028,10,42.8,428
1/23/2023,P038,ST002,U031,9,70.8,637.2
1/23/2023,P024,ST001,U037,1,49.8,49.8
1/23/2023,P015,ST002,U024,6,42.8,256.8
1/23/2023,P048,ST001,U099,4,909,3636
1/23/2023,P017,ST001,U017,2,49.8,99.6
1/24/2023,P025,ST001,U005,2,130.8,261.6
1/24/2023,P047,ST002,U074,1,2392.8,2392.8
1/24/2023,P002,ST001,U081,7,55.8,390.6
1/24/2023,P019,ST002,U058,5,4899,24495
1/24/2023,P037,ST002,U093,4,42.8,171.2
1/24/2023,P026,ST001,U066,2,130.8,261.6
1/24/2023,P029,ST001,U075,4,70.8,283.2
1/24/2023,P024,ST001,U054,9,49.8,448.2
1/24/2023,P034,ST002,U086,7,49.8,348.6
1/24/2023,P013,ST001,U049,4,49.8,199.2
1/24/2023,P044,ST002,U017,7,55.8,390.6
1/24/2023,P029,ST002,U001,6,70.8,424.8
1/24/2023,P044,ST002,U040,2,55.8,111.6
1/24/2023,P012,ST002,U001,1,337,337
1/24/2023,P021,ST001,U029,4,55.8,223.2
1/24/2023,P017,ST002,U057,7,49.8,348.6
1/25/2023,P044,ST001,U036,7,55.8,390.6
1/25/2023,P006,ST001,U093,10,49.8,498
1/25/2023,P011,ST002,U011,8,399,3192
1/25/2023,P045,ST001,U068,3,111.8,335.4
1/25/2023,P015,ST001,U088,8,42.8,342.4
1/25/2023,P031,ST001,U035,3,55.8,167.4
1/25/2023,P034,ST001,U079,4,49.8,199.2
1/25/2023,P030,ST002,U087,1,111.8,111.8
1/25/2023,P009,ST002,U078,10,49.8,498
1/25/2023,P036,ST001,U053,9,120.6,1085.4
1/25/2023,P050,ST002,U087,9,130.8,1177.2
1/26/2023,P013,ST001,U039,4,49.8,199.2
1/26/2023,P034,ST002,U087,3,49.8,149.4
1/26/2023,P044,ST001,U040,1,55.8,55.8
1/26/2023,P030,ST001,U007,2,111.8,223.6
1/26/2023,P029,ST002,U058,3,70.8,212.4
1/26/2023,P011,ST002,U051,9,399,3591
1/26/2023,P039,ST002,U027,9,70.8,637.2
1/26/2023,P018,ST002,U013,1,49.8,49.8
1/26/2023,P049,ST002,U025,7,70.8,495.6
1/26/2023,P048,ST001,U016,4,909,3636
1/26/2023,P023,ST001,U006,9,1049,9441
1/26/2023,P027,ST002,U012,8,49.8,398.4
1/26/2023,P047,ST002,U095,2,2392.8,4785.6
1/26/2023,P028,ST001,U078,2,111.8,223.6
1/26/2023,P044,ST002,U081,4,55.8,223.2
1/26/2023,P011,ST002,U044,4,399,1596
1/26/2023,P040,ST001,U100,9,35.8,322.2
1/27/2023,P033,ST002,U032,2,55.8,111.6
1/27/2023,P039,ST001,U004,2,70.8,141.6
1/27/2023,P005,ST002,U006,10,49.8,498
1/27/2023,P042,ST002,U065,9,4199,37791
1/27/2023,P001,ST001,U036,9,55.8,502.2
1/27/2023,P044,ST002,U030,7,55.8,390.6
1/27/2023,P011,ST001,U069,7,399,2793
1/27/2023,P042,ST002,U059,3,4199,12597
1/27/2023,P012,ST002,U082,3,337,1011
1/28/2023,P042,ST002,U070,7,4199,29393
1/28/2023,P039,ST001,U088,7,70.8,495.6
1/28/2023,P042,ST002,U013,8,4199,33592
1/28/2023,P049,ST001,U014,5,70.8,354
1/28/2023,P011,ST001,U067,1,399,399
1/28/2023,P021,ST001,U070,5,55.8,279
1/28/2023,P003,ST002,U063,1,1049,1049
1/28/2023,P005,ST002,U036,5,49.8,249
1/28/2023,P028,ST002,U080,9,111.8,1006.2
1/28/2023,P026,ST001,U040,7,130.8,915.6
1/28/2023,P035,ST002,U021,3,909,2727
1/28/2023,P037,ST001,U061,8,42.8,342.4
1/29/2023,P037,ST002,U047,2,42.8,85.6
1/29/2023,P033,ST001,U097,4,55.8,223.2
1/29/2023,P037,ST002,U036,3,42.8,128.4
1/29/2023,P036,ST001,U042,8,120.6,964.8
1/29/2023,P023,ST002,U093,3,1049,3147
1/30/2023,P018,ST002,U053,5,49.8,249
1/30/2023,P002,ST001,U082,1,55.8,55.8
1/30/2023,P006,ST002,U035,1,49.8,49.8
1/30/2023,P042,ST001,U040,2,4199,8398
1/30/2023,P006,ST002,U019,8,49.8,398.4
1/31/2023,P040,ST002,U065,9,35.8,322.2
2/1/2023,P029,ST002,U020,6,70.8,424.8
2/1/2023,P030,ST002,U089,1,111.8,111.8
2/1/2023,P036,ST002,U065,10,120.6,1206
2/1/2023,P041,ST002,U094,6,95.8,574.8
2/1/2023,P020,ST001,U029,1,130.8,130.8
2/1/2023,P048,ST001,U099,9,909,8181
2/1/2023,P013,ST001,U004,8,49.8,398.4
2/1/2023,P040,ST002,U017,10,35.8,358
2/1/2023,P033,ST001,U096,2,55.8,111.6
2/1/2023,P019,ST002,U096,9,4899,44091
2/1/2023,P007,ST002,U047,10,49.8,498
2/1/2023,P001,ST001,U056,9,55.8,502.2
2/1/2023,P025,ST002,U083,5,130.8,654
2/1/2023,P003,ST001,U015,2,1049,2098
2/2/2023,P037,ST002,U001,9,42.8,385.2
2/2/2023,P024,ST002,U096,2,49.8,99.6
2/2/2023,P025,ST001,U004,8,130.8,1046.4
2/2/2023,P044,ST002,U072,6,55.8,334.8
2/2/2023,P046,ST002,U011,4,130.8,523.2
2/2/2023,P049,ST001,U043,5,70.8,354
2/3/2023,P046,ST001,U016,7,130.8,915.6
2/3/2023,P020,ST001,U041,2,130.8,261.6
2/3/2023,P006,ST002,U093,7,49.8,348.6
2/3/2023,P007,ST001,U027,7,49.8,348.6
2/3/2023,P049,ST001,U039,9,70.8,637.2
2/3/2023,P022,ST002,U083,2,55.8,111.6
2/3/2023,P015,ST001,U078,6,42.8,256.8
2/3/2023,P005,ST002,U070,7,49.8,348.6
2/3/2023,P041,ST001,U045,9,95.8,862.2
2/3/2023,P003,ST002,U098,10,1049,10490
2/3/2023,P004,ST001,U053,3,49.8,149.4
2/3/2023,P028,ST001,U005,4,111.8,447.2
2/3/2023,P020,ST001,U100,2,130.8,261.6
2/3/2023,P025,ST002,U082,6,130.8,784.8
2/4/2023,P028,ST001,U001,3,111.8,335.4
2/4/2023,P040,ST001,U047,5,35.8,179
2/4/2023,P025,ST001,U008,7,130.8,915.6
2/4/2023,P011,ST002,U028,9,399,3591
2/4/2023,P043,ST001,U049,10,70.8,708
2/4/2023,P003,ST001,U095,10,1049,10490
2/4/2023,P015,ST002,U053,5,42.8,214
2/4/2023,P048,ST002,U040,7,909,6363
2/4/2023,P039,ST002,U083,2,70.8,141.6
2/4/2023,P022,ST001,U082,1,55.8,55.8
2/4/2023,P004,ST002,U058,3,49.8,149.4
2/4/2023,P017,ST001,U042,9,49.8,448.2
2/4/2023,P003,ST002,U087,3,1049,3147
2/4/2023,P006,ST001,U057,6,49.8,298.8
2/4/2023,P032,ST002,U061,7,909,6363
2/4/2023,P037,ST002,U013,9,42.8,385.2
2/4/2023,P018,ST001,U098,10,49.8,498
2/5/2023,P009,ST002,U060,2,49.8,99.6
2/5/2023,P005,ST001,U099,4,49.8,199.2
2/5/2023,P016,ST002,U051,9,42.8,385.2
2/5/2023,P048,ST002,U062,3,909,2727
2/5/2023,P012,ST002,U020,1,337,337
2/5/2023,P049,ST002,U024,5,70.8,354
2/5/2023,P003,ST002,U037,6,1049,6294
2/6/2023,P033,ST001,U084,3,55.8,167.4
2/6/2023,P022,ST002,U031,4,55.8,223.2
2/7/2023,P034,ST002,U023,8,49.8,398.4
2/8/2023,P004,ST001,U020,8,49.8,398.4
2/8/2023,P010,ST001,U063,5,111.8,559
2/8/2023,P034,ST001,U008,2,49.8,99.6
2/8/2023,P007,ST001,U015,7,49.8,348.6
2/8/2023,P030,ST001,U056,3,111.8,335.4
2/8/2023,P041,ST001,U100,3,95.8,287.4
2/8/2023,P019,ST002,U069,4,4899,19596
2/8/2023,P022,ST002,U037,5,55.8,279
2/8/2023,P008,ST001,U028,9,49.8,448.2
2/8/2023,P032,ST002,U074,3,909,2727
2/8/2023,P023,ST002,U063,2,1049,2098
2/9/2023,P017,ST001,U012,7,49.8,348.6
2/9/2023,P003,ST001,U029,10,1049,10490
2/9/2023,P037,ST001,U098,3,42.8,128.4
2/9/2023,P040,ST001,U080,8,35.8,286.4
2/9/2023,P009,ST001,U069,3,49.8,149.4
2/9/2023,P018,ST001,U020,10,49.8,498
2/9/2023,P003,ST002,U051,5,1049,5245
2/9/2023,P002,ST001,U048,6,55.8,334.8
2/9/2023,P033,ST002,U083,4,55.8,223.2
2/9/2023,P024,ST001,U052,6,49.8,298.8
2/9/2023,P004,ST002,U020,5,49.8,249
2/9/2023,P014,ST001,U005,4,42.8,171.2
2/9/2023,P041,ST002,U008,4,95.8,383.2
2/10/2023,P050,ST002,U097,5,130.8,654
2/10/2023,P036,ST001,U056,6,120.6,723.6
2/10/2023,P034,ST001,U069,9,49.8,448.2
2/10/2023,P021,ST002,U060,8,55.8,446.4
2/10/2023,P010,ST002,U006,4,111.8,447.2
2/10/2023,P034,ST002,U057,4,49.8,199.2
2/10/2023,P047,ST001,U006,2,2392.8,4785.6
2/10/2023,P031,ST002,U091,6,55.8,334.8
2/10/2023,P017,ST002,U047,1,49.8,49.8
2/10/2023,P035,ST001,U033,8,909,7272
2/11/2023,P026,ST002,U028,1,130.8,130.8
2/11/2023,P002,ST002,U041,2,55.8,111.6
2/11/2023,P047,ST002,U006,7,2392.8,16749.6
2/11/2023,P020,ST001,U100,6,130.8,784.8
2/11/2023,P018,ST002,U047,4,49.8,199.2
2/11/2023,P042,ST001,U055,1,4199,4199
2/11/2023,P040,ST001,U025,7,35.8,250.6
2/11/2023,P009,ST001,U100,10,49.8,498
2/11/2023,P045,ST001,U056,6,111.8,670.8
2/11/2023,P014,ST002,U017,4,42.8,171.2
2/11/2023,P002,ST001,U072,7,55.8,390.6
2/11/2023,P010,ST001,U023,4,111.8,447.2
2/11/2023,P025,ST002,U047,10,130.8,1308
2/11/2023,P031,ST002,U079,10,55.8,558
2/12/2023,P021,ST001,U071,8,55.8,446.4
2/12/2023,P031,ST002,U006,8,55.8,446.4
2/12/2023,P031,ST001,U089,5,55.8,279
2/12/2023,P007,ST002,U096,2,49.8,99.6
2/12/2023,P008,ST002,U092,3,49.8,149.4
2/12/2023,P016,ST002,U032,10,42.8,428
2/12/2023,P047,ST002,U064,5,2392.8,11964
2/12/2023,P034,ST001,U081,9,49.8,448.2
2/12/2023,P037,ST002,U081,4,42.8,171.2
2/12/2023,P001,ST002,U018,9,55.8,502.2
2/12/2023,P037,ST001,U018,8,42.8,342.4
2/12/2023,P010,ST001,U032,5,111.8,559
2/12/2023,P036,ST002,U044,8,120.6,964.8
2/12/2023,P045,ST001,U048,2,111.8,223.6
2/12/2023,P034,ST002,U030,8,49.8,398.4
2/13/2023,P014,ST002,U031,8,42.8,342.4
2/13/2023,P015,ST002,U034,4,42.8,171.2
2/13/2023,P018,ST002,U021,5,49.8,249
2/13/2023,P022,ST002,U037,8,55.8,446.4
2/13/2023,P014,ST001,U067,7,42.8,299.6
2/13/2023,P013,ST002,U038,10,49.8,498
2/13/2023,P011,ST002,U026,1,399,399
2/13/2023,P025,ST001,U048,7,130.8,915.6
2/13/2023,P003,ST002,U023,10,1049,10490
2/13/2023,P015,ST002,U071,4,42.8,171.2
2/13/2023,P028,ST001,U078,4,111.8,447.2
2/13/2023,P003,ST002,U058,2,1049,2098
2/13/2023,P019,ST002,U019,9,4899,44091
2/14/2023,P036,ST001,U070,5,120.6,603
2/14/2023,P030,ST001,U011,10,111.8,1118
2/15/2023,P036,ST001,U038,4,120.6,482.4
2/15/2023,P042,ST002,U014,3,4199,12597
2/15/2023,P030,ST002,U091,3,111.8,335.4
2/15/2023,P023,ST002,U028,1,1049,1049
2/15/2023,P035,ST001,U050,1,909,909
2/15/2023,P003,ST002,U056,10,1049,10490
2/15/2023,P046,ST001,U077,3,130.8,392.4
2/15/2023,P002,ST002,U035,4,55.8,223.2
2/15/2023,P035,ST002,U022,7,909,6363
2/15/2023,P008,ST001,U066,5,49.8,249
2/15/2023,P020,ST001,U003,3,130.8,392.4
2/15/2023,P042,ST001,U014,2,4199,8398
2/15/2023,P040,ST001,U059,2,35.8,71.6
2/15/2023,P004,ST002,U014,5,49.8,249
2/15/2023,P044,ST002,U054,6,55.8,334.8
2/15/2023,P035,ST001,U042,9,909,8181
2/15/2023,P049,ST002,U048,3,70.8,212.4
2/15/2023,P044,ST001,U044,7,55.8,390.6
2/15/2023,P003,ST002,U017,9,1049,9441
2/16/2023,P019,ST001,U008,8,4899,39192
2/16/2023,P005,ST001,,8,49.8,398.4
2/16/2023,P032,ST002,U001,4,909,3636
2/16/2023,P024,ST002,U058,8,49.8,398.4
2/16/2023,P037,ST002,U028,1,42.8,42.8
2/16/2023,P023,ST001,U040,3,1049,3147
2/16/2023,P022,ST002,U078,5,55.8,279
2/16/2023,P004,ST002,U014,4,49.8,199.2
2/16/2023,P021,ST002,U065,3,55.8,167.4
2/16/2023,P032,ST001,U055,4,909,3636
2/16/2023,P020,ST002,U064,8,130.8,1046.4
2/16/2023,P040,ST002,U047,8,35.8,286.4
2/16/2023,P022,ST002,U028,4,55.8,223.2
2/16/2023,P047,ST001,U033,7,2392.8,16749.6
2/16/2023,P010,ST001,U006,5,111.8,559
2/16/2023,P035,ST002,U072,1,909,909
2/16/2023,P019,ST002,U004,8,4899,39192
2/17/2023,P006,ST002,U038,6,49.8,298.8
2/17/2023,P020,ST002,U099,6,130.8,784.8
2/17/2023,P025,ST001,U037,3,130.8,392.4
2/17/2023,P037,ST002,U078,9,42.8,385.2
2/17/2023,P020,ST002,U065,10,130.8,1308
2/17/2023,P029,ST001,U041,9,70.8,637.2
2/17/2023,P048,ST001,U065,6,909,5454
2/17/2023,P036,ST002,U018,6,120.6,723.6
2/17/2023,P036,ST001,U089,8,120.6,964.8
2/17/2023,P037,ST002,U097,5,42.8,214
2/17/2023,P040,ST002,U096,2,35.8,71.6
2/17/2023,P031,ST001,U091,5,55.8,279
2/17/2023,P045,ST001,U007,1,111.8,111.8
2/18/2023,P020,ST001,U067,2,130.8,261.6
2/18/2023,P001,ST001,U052,9,55.8,502.2
2/18/2023,P013,ST001,U045,4,49.8,199.2
2/18/2023,P036,ST001,U008,5,120.6,603
2/18/2023,P022,ST001,U027,7,55.8,390.6
2/18/2023,P010,ST002,U035,3,111.8,335.4
2/18/2023,P012,ST002,U085,8,337,2696
2/18/2023,P026,ST001,U025,5,130.8,654
2/18/2023,P009,ST002,U040,10,49.8,498
2/18/2023,P019,ST001,U056,10,4899,48990
2/18/2023,P022,ST002,U036,6,55.8,334.8
2/18/2023,P004,ST001,U070,1,49.8,49.8
2/18/2023,P010,ST001,U040,1,111.8,111.8
2/18/2023,P034,ST001,U082,8,49.8,398.4
2/18/2023,P036,ST002,U014,3,120.6,361.8
2/18/2023,P026,ST001,U022,5,130.8,654
2/18/2023,P039,ST002,U063,8,70.8,566.4
2/19/2023,P019,ST001,U071,6,4899,29394
2/19/2023,P019,ST002,U064,9,4899,44091
2/19/2023,P008,ST001,U049,10,49.8,498
2/19/2023,P045,ST002,U054,10,111.8,1118
2/19/2023,P031,ST002,U063,8,55.8,446.4
2/19/2023,P014,ST002,U051,2,42.8,85.6
2/19/2023,P035,ST001,U086,7,909,6363
2/19/2023,P018,ST002,U019,4,49.8,199.2
2/19/2023,P012,ST002,U081,9,337,3033
2/19/2023,P047,ST002,U070,6,2392.8,14356.8
2/19/2023,P013,ST002,U022,7,49.8,348.6
2/19/2023,P009,ST001,U093,3,49.8,149.4
2/19/2023,P040,ST001,U008,10,35.8,358
2/19/2023,P010,ST001,U062,2,111.8,223.6
2/19/2023,P003,ST002,U015,7,1049,7343
2/19/2023,P017,ST002,U058,9,49.8,448.2
2/19/2023,P037,ST002,U012,2,42.8,85.6
2/20/2023,P006,ST002,U038,8,49.8,398.4
2/20/2023,P034,ST002,U011,10,49.8,498
2/20/2023,P006,ST002,U053,5,49.8,249
2/20/2023,P046,ST002,U030,7,130.8,915.6
2/20/2023,P010,ST001,U096,8,111.8,894.4
2/20/2023,P013,ST002,U065,5,49.8,249
2/20/2023,P046,ST001,U023,10,130.8,1308
2/21/2023,P003,ST001,U032,6,1049,6294
2/21/2023,P048,ST001,U096,2,909,1818
2/21/2023,P023,ST001,U036,9,1049,9441
2/21/2023,P007,ST001,U024,2,49.8,99.6
2/21/2023,P006,ST001,U011,3,49.8,149.4
2/21/2023,P045,ST002,U080,3,111.8,335.4
